timeStep,x,y,size,gridCount-PID7
15,55.0,5.0,5.0,0
15,60.0,0.0,5.0,0
15,60.0,5.0,5.0,0
15,65.0,0.0,5.0,0
15,65.0,5.0,5.0,0
15,70.0,0.0,5.0,0
15,70.0,5.0,5.0,0
15,75.0,0.0,5.0,0
15,75.0,5.0,5.0,0
15,80.0,0.0,5.0,0
15,80.0,5.0,5.0,0
15,85.0,0.0,5.0,0
15,85.0,5.0,5.0,0
15,90.0,0.0,5.0,0
15,90.0,5.0,5.0,0
15,95.0,0.0,5.0,0
15,95.0,5.0,5.0,0
16,0.0,0.0,5.0,2
16,0.0,5.0,5.0,3
16,5.0,0.0,5.0,1
16,5.0,5.0,5.0,1
16,10.0,0.0,5.0,1
16,10.0,5.0,5.0,2
16,15.0,0.0,5.0,0
16,15.0,5.0,5.0,0
16,20.0,0.0,5.0,0
16,20.0,5.0,5.0,0
16,25.0,0.0,5.0,0
16,25.0,5.0,5.0,0
16,30.0,0.0,5.0,0
16,30.0,5.0,5.0,0
16,35.0,0.0,5.0,0
16,35.0,5.0,5.0,0
16,40.0,0.0,5.0,0
16,40.0,5.0,5.0,0
16,45.0,0.0,5.0,0
16,45.0,5.0,5.0,0
16,50.0,0.0,5.0,0
16,50.0,5.0,5.0,0
16,55.0,0.0,5.0,0
16,55.0,5.0,5.0,0
16,60.0,0.0,5.0,0
16,60.0,5.0,5.0,0
16,65.0,0.0,5.0,0
16,65.0,5.0,5.0,0
16,70.0,0.0,5.0,0
16,70.0,5.0,5.0,0
16,75.0,0.0,5.0,0
16,75.0,5.0,5.0,0
16,80.0,0.0,5.0,0
16,80.0,5.0,5.0,0
16,85.0,0.0,5.0,0
16,85.0,5.0,5.0,0
16,90.0,0.0,5.0,0
16,90.0,5.0,5.0,0
16,95.0,0.0,5.0,0
16,95.0,5.0,5.0,0
17,0.0,0.0,5.0,2
17,0.0,5.0,5.0,3
17,5.0,0.0,5.0,0
17,5.0,5.0,5.0,0
17,10.0,0.0,5.0,2
17,10.0,5.0,5.0,3
17,15.0,0.0,5.0,0
17,15.0,5.0,5.0,0
17,20.0,0.0,5.0,0
17,20.0,5.0,5.0,0
17,25.0,0.0,5.0,0
17,25.0,5.0,5.0,0
17,30.0,0.0,5.0,0
17,30.0,5.0,5.0,0
17,35.0,0.0,5.0,0
17,35.0,5.0,5.0,0
17,40.0,0.0,5.0,0
17,40.0,5.0,5.0,0
17,45.0,0.0,5.0,0
17,45.0,5.0,5.0,0
17,50.0,0.0,5.0,0
17,50.0,5.0,5.0,0
17,55.0,0.0,5.0,0
17,55.0,5.0,5.0,0
17,60.0,0.0,5.0,0
17,60.0,5.0,5.0,0
17,65.0,0.0,5.0,0
17,65.0,5.0,5.0,0
17,70.0,0.0,5.0,0
17,70.0,5.0,5.0,0
17,75.0,0.0,5.0,0
17,75.0,5.0,5.0,0
17,80.0,0.0,5.0,0
17,80.0,5.0,5.0,0
17,85.0,0.0,5.0,0
17,85.0,5.0,5.0,0
17,90.0,0.0,5.0,0
17,90.0,5.0,5.0,0
17,95.0,0.0,5.0,0
17,95.0,5.0,5.0,0
18,0.0,0.0,5.0,1
18,0.0,5.0,5.0,3
18,5.0,0.0,5.0,1
18,5.0,5.0,5.0,0
18,10.0,0.0,5.0,2
18,10.0,5.0,5.0,3
18,15.0,0.0,5.0,0
18,15.0,5.0,5.0,0
18,20.0,0.0,5.0,0
18,20.0,5.0,5.0,0
18,25.0,0.0,5.0,0
18,25.0,5.0,5.0,0
18,30.0,0.0,5.0,0
18,30.0,5.0,5.0,0
18,35.0,0.0,5.0,0
18,35.0,5.0,5.0,0
18,40.0,0.0,5.0,0
18,40.0,5.0,5.0,0
18,45.0,0.0,5.0,0
18,45.0,5.0,5.0,0
18,50.0,0.0,5.0,0
18,50.0,5.0,5.0,0
18,55.0,0.0,5.0,0
18,55.0,5.0,5.0,0
18,60.0,0.0,5.0,0
18,60.0,5.0,5.0,0
18,65.0,0.0,5.0,0
18,65.0,5.0,5.0,0
18,70.0,0.0,5.0,0
18,70.0,5.0,5.0,0
18,75.0,0.0,5.0,0
18,75.0,5.0,5.0,0
18,80.0,0.0,5.0,0
18,80.0,5.0,5.0,0
18,85.0,0.0,5.0,0
18,85.0,5.0,5.0,0
18,90.0,0.0,5.0,0
18,90.0,5.0,5.0,0
18,95.0,0.0,5.0,0
18,95.0,5.0,5.0,0
19,0.0,0.0,5.0,1
19,0.0,5.0,5.0,3
19,5.0,0.0,5.0,1
19,5.0,5.0,5.0,0
19,10.0,0.0,5.0,2
19,10.0,5.0,5.0,3
19,15.0,0.0,5.0,0
19,15.0,5.0,5.0,0
19,20.0,0.0,5.0,0
19,20.0,5.0,5.0,0
19,25.0,0.0,5.0,0
19,25.0,5.0,5.0,0
19,30.0,0.0,5.0,0
19,30.0,5.0,5.0,0
19,35.0,0.0,5.0,0
19,35.0,5.0,5.0,0
19,40.0,0.0,5.0,0
19,40.0,5.0,5.0,0
19,45.0,0.0,5.0,0
19,45.0,5.0,5.0,0
19,50.0,0.0,5.0,0
19,50.0,5.0,5.0,0
19,55.0,0.0,5.0,0
19,55.0,5.0,5.0,0
19,60.0,0.0,5.0,0
19,60.0,5.0,5.0,0
19,65.0,0.0,5.0,0
19,65.0,5.0,5.0,0
19,70.0,0.0,5.0,0
19,70.0,5.0,5.0,0
19,75.0,0.0,5.0,0
19,75.0,5.0,5.0,0
19,80.0,0.0,5.0,0
19,80.0,5.0,5.0,0
19,85.0,0.0,5.0,0
19,85.0,5.0,5.0,0
19,90.0,0.0,5.0,0
19,90.0,5.0,5.0,0
19,95.0,0.0,5.0,0
19,95.0,5.0,5.0,0
20,0.0,0.0,5.0,0
20,0.0,5.0,5.0,2
20,5.0,0.0,5.0,2
20,5.0,5.0,5.0,1
20,10.0,0.0,5.0,2
20,10.0,5.0,5.0,3
20,15.0,0.0,5.0,0
20,15.0,5.0,5.0,0
20,20.0,0.0,5.0,0
20,20.0,5.0,5.0,0
20,25.0,0.0,5.0,0
20,25.0,5.0,5.0,0
20,30.0,0.0,5.0,0
20,30.0,5.0,5.0,0
20,35.0,0.0,5.0,0
20,35.0,5.0,5.0,0
20,40.0,0.0,5.0,0
20,40.0,5.0,5.0,0
20,45.0,0.0,5.0,0
20,45.0,5.0,5.0,0
20,50.0,0.0,5.0,0
20,50.0,5.0,5.0,0
20,55.0,0.0,5.0,0
20,55.0,5.0,5.0,0
20,60.0,0.0,5.0,0
20,60.0,5.0,5.0,0
20,65.0,0.0,5.0,0
20,65.0,5.0,5.0,0
20,70.0,0.0,5.0,0
20,70.0,5.0,5.0,0
20,75.0,0.0,5.0,0
20,75.0,5.0,5.0,0
20,80.0,0.0,5.0,0
20,80.0,5.0,5.0,0
20,85.0,0.0,5.0,0
20,85.0,5.0,5.0,0
20,90.0,0.0,5.0,0
20,90.0,5.0,5.0,0
20,95.0,0.0,5.0,0
20,95.0,5.0,5.0,0
21,0.0,0.0,5.0,0
21,0.0,5.0,5.0,1
21,5.0,0.0,5.0,2
21,5.0,5.0,5.0,2
21,10.0,0.0,5.0,2
21,10.0,5.0,5.0,3
21,15.0,0.0,5.0,0
21,15.0,5.0,5.0,0
21,20.0,0.0,5.0,0
21,20.0,5.0,5.0,0
21,25.0,0.0,5.0,0
21,25.0,5.0,5.0,0
21,30.0,0.0,5.0,0
21,30.0,5.0,5.0,0
21,35.0,0.0,5.0,0
21,35.0,5.0,5.0,0
21,40.0,0.0,5.0,0
21,40.0,5.0,5.0,0
21,45.0,0.0,5.0,0
21,45.0,5.0,5.0,0
21,50.0,0.0,5.0,0
21,50.0,5.0,5.0,0
21,55.0,0.0,5.0,0
21,55.0,5.0,5.0,0
21,60.0,0.0,5.0,0
21,60.0,5.0,5.0,0
21,65.0,0.0,5.0,0
21,65.0,5.0,5.0,0
21,70.0,0.0,5.0,0
21,70.0,5.0,5.0,0
21,75.0,0.0,5.0,0
21,75.0,5.0,5.0,0
21,80.0,0.0,5.0,0
21,80.0,5.0,5.0,0
21,85.0,0.0,5.0,0
21,85.0,5.0,5.0,0
21,90.0,0.0,5.0,0
21,90.0,5.0,5.0,0
21,95.0,0.0,5.0,0
21,95.0,5.0,5.0,0
22,0.0,0.0,5.0,0
22,0.0,5.0,5.0,0
22,5.0,0.0,5.0,2
22,5.0,5.0,5.0,3
22,10.0,0.0,5.0,1
22,10.0,5.0,5.0,2
22,15.0,0.0,5.0,1
22,15.0,5.0,5.0,1
22,20.0,0.0,5.0,0
22,20.0,5.0,5.0,0
22,25.0,0.0,5.0,0
22,25.0,5.0,5.0,0
22,30.0,0.0,5.0,0
22,30.0,5.0,5.0,0
22,35.0,0.0,5.0,0
22,35.0,5.0,5.0,0
22,40.0,0.0,5.0,0
22,40.0,5.0,5.0,0
22,45.0,0.0,5.0,0
22,45.0,5.0,5.0,0
22,50.0,0.0,5.0,0
22,50.0,5.0,5.0,0
22,55.0,0.0,5.0,0
22,55.0,5.0,5.0,0
22,60.0,0.0,5.0,0
22,60.0,5.0,5.0,0
22,65.0,0.0,5.0,0
22,65.0,5.0,5.0,0
22,70.0,0.0,5.0,0
